,ID_ESCOLA,TX_RESP_Q019_F,TX_RESP_Q023_F,TX_RESP_Q013_C,TX_RESP_Q012_C,TX_RESP_Q014_C,IN_LABORATORIO_CIENCIAS,TX_RESP_Q012_B,IN_COMUM_EJA_FUND,IN_EJA,TX_RESP_Q042_B,TX_RESP_Q041_C,IN_COMUM_FUND_AF,TX_RESP_Q042_C,TX_RESP_Q004_F,TX_RESP_Q004_H,TX_RESP_Q004_G,Classe-IDEB
36,26050102,2.0,1.0,1.0,0.0,5.0,0.0,15.0,0.0,1.0,4.0,5.0,0.0,0.0,3.0,0.0,0.0,Acima da média
37,26051176,3.0,0.0,2.0,1.0,9.0,1.0,18.0,0.0,1.0,4.0,17.0,1.0,3.0,11.0,1.0,1.0,Abaixo da média
38,26051702,1.0,1.0,1.0,0.0,3.0,0.0,8.0,1.0,1.0,5.0,3.0,1.0,3.0,1.0,8.0,1.0,Abaixo da média
39,26051737,1.0,4.0,2.0,3.0,21.0,0.0,32.0,0.0,0.0,19.0,21.0,1.0,3.0,11.0,3.0,4.0,Abaixo da média
40,26051761,1.0,2.0,1.0,0.0,9.0,0.0,13.0,0.0,0.0,2.0,8.0,1.0,1.0,6.0,2.0,1.0,Abaixo da média
41,26185725,2.0,1.0,0.0,0.0,3.0,0.0,9.0,0.0,1.0,3.0,3.0,0.0,0.0,1.0,0.0,0.0,Abaixo da média
42,26072254,15.0,4.0,7.0,4.0,26.0,1.0,31.0,0.0,0.0,6.0,3.0,0.0,0.0,3.0,0.0,0.0,Média
43,26067552,2.0,2.0,2.0,3.0,13.0,0.0,12.0,0.0,0.0,9.0,7.0,0.0,1.0,2.0,1.0,0.0,Abaixo da média
44,26083566,0.0,0.0,0.0,1.0,3.0,0.0,10.0,1.0,1.0,5.0,3.0,1.0,3.0,3.0,5.0,2.0,Abaixo da média
45,26015315,3.0,3.0,3.0,3.0,5.0,0.0,9.0,0.0,1.0,3.0,4.0,1.0,1.0,1.0,1.0,2.0,Abaixo da média
46,26087375,3.0,2.0,2.0,1.0,5.0,0.0,12.0,1.0,1.0,7.0,4.0,0.0,2.0,6.0,1.0,1.0,Abaixo da média
47,26087529,3.0,0.0,3.0,1.0,9.0,1.0,7.0,0.0,0.0,2.0,2.0,1.0,0.0,2.0,1.0,1.0,Abaixo da média
48,26046040,3.0,4.0,3.0,3.0,13.0,1.0,36.0,1.0,1.0,29.0,29.0,1.0,10.0,32.0,27.0,8.0,Abaixo da média
49,26129922,13.0,8.0,12.0,6.0,68.0,0.0,80.0,1.0,1.0,10.0,17.0,1.0,6.0,17.0,5.0,3.0,Média
50,26130114,12.0,9.0,13.0,9.0,54.0,1.0,59.0,0.0,0.0,4.0,7.0,0.0,1.0,2.0,0.0,1.0,Acima da média
51,26032082,1.0,2.0,4.0,4.0,16.0,0.0,14.0,1.0,1.0,10.0,9.0,1.0,3.0,0.0,4.0,2.0,Abaixo da média
52,26107546,1.0,2.0,3.0,1.0,10.0,0.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,Abaixo da média
53,26107562,4.0,1.0,4.0,1.0,9.0,0.0,9.0,1.0,1.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,Abaixo da média
54,26107570,0.0,2.0,4.0,1.0,11.0,0.0,12.0,1.0,1.0,1.0,4.0,0.0,1.0,1.0,0.0,0.0,Acima da média
55,26107600,11.0,4.0,10.0,8.0,51.0,0.0,41.0,1.0,1.0,12.0,12.0,1.0,2.0,6.0,2.0,1.0,Abaixo da média
56,26107678,26.0,15.0,30.0,16.0,65.0,1.0,66.0,1.0,1.0,2.0,6.0,1.0,1.0,0.0,1.0,0.0,Acima da média
57,26107961,1.0,0.0,4.0,0.0,13.0,0.0,8.0,1.0,1.0,9.0,18.0,1.0,4.0,7.0,4.0,4.0,Abaixo da média
58,26107996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,Acima da média
59,26108046,0.0,0.0,2.0,0.0,7.0,0.0,13.0,1.0,1.0,4.0,8.0,1.0,1.0,3.0,1.0,1.0,Abaixo da média
60,26108275,0.0,1.0,2.0,1.0,7.0,0.0,6.0,0.0,0.0,1.0,4.0,1.0,0.0,0.0,1.0,0.0,Abaixo da média
61,26165112,2.0,0.0,1.0,0.0,4.0,0.0,6.0,0.0,0.0,8.0,10.0,1.0,1.0,3.0,2.0,1.0,Abaixo da média
62,26087715,9.0,1.0,1.0,1.0,9.0,0.0,17.0,0.0,1.0,1.0,7.0,0.0,1.0,5.0,1.0,1.0,Abaixo da média
63,26016010,0.0,1.0,2.0,1.0,5.0,1.0,12.0,1.0,1.0,4.0,4.0,0.0,2.0,4.0,0.0,0.0,Abaixo da média
64,26016028,17.0,2.0,5.0,2.0,16.0,1.0,23.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Acima da média
65,26040280,15.0,3.0,3.0,5.0,12.0,0.0,14.0,1.0,1.0,3.0,2.0,0.0,0.0,2.0,0.0,0.0,Acima da média
66,26087910,9.0,8.0,16.0,3.0,52.0,1.0,52.0,0.0,1.0,11.0,14.0,0.0,1.0,8.0,0.0,1.0,Acima da média
67,26087928,11.0,1.0,5.0,4.0,33.0,1.0,26.0,0.0,1.0,4.0,10.0,1.0,2.0,4.0,1.0,2.0,Média
68,26088134,2.0,0.0,4.0,1.0,22.0,1.0,13.0,1.0,1.0,3.0,10.0,1.0,0.0,5.0,4.0,1.0,Abaixo da média
69,26088258,14.0,6.0,9.0,7.0,27.0,1.0,29.0,0.0,0.0,3.0,7.0,1.0,2.0,1.0,1.0,1.0,Abaixo da média
70,26088282,16.0,7.0,8.0,6.0,55.0,1.0,40.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,Acima da média
71,26054060,4.0,2.0,6.0,3.0,19.0,0.0,27.0,0.0,0.0,22.0,19.0,0.0,2.0,11.0,7.0,3.0,Abaixo da média
72,26054140,10.0,6.0,14.0,7.0,57.0,0.0,56.0,0.0,1.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,Acima da média
73,26054809,8.0,1.0,13.0,0.0,34.0,0.0,45.0,0.0,1.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,Acima da média
74,26054876,14.0,4.0,16.0,9.0,89.0,0.0,110.0,0.0,0.0,38.0,37.0,0.0,6.0,22.0,10.0,6.0,Abaixo da média
75,26054884,4.0,2.0,3.0,1.0,13.0,0.0,21.0,0.0,0.0,4.0,3.0,1.0,0.0,1.0,0.0,0.0,Abaixo da média
76,26055082,5.0,4.0,11.0,3.0,29.0,1.0,31.0,0.0,1.0,6.0,1.0,0.0,1.0,1.0,0.0,0.0,Acima da média
77,26098482,26.0,15.0,16.0,6.0,42.0,1.0,54.0,0.0,0.0,6.0,8.0,0.0,2.0,4.0,0.0,0.0,Acima da média
78,26009315,15.0,4.0,5.0,7.0,18.0,0.0,14.0,0.0,1.0,2.0,4.0,0.0,0.0,1.0,0.0,0.0,Acima da média
79,26009323,0.0,0.0,1.0,0.0,4.0,0.0,7.0,1.0,1.0,7.0,11.0,1.0,4.0,2.0,8.0,3.0,Abaixo da média
80,26088533,2.0,3.0,2.0,2.0,22.0,0.0,11.0,0.0,1.0,11.0,23.0,1.0,2.0,13.0,8.0,5.0,Abaixo da média
81,26098822,7.0,6.0,7.0,2.0,32.0,1.0,38.0,0.0,1.0,2.0,4.0,0.0,1.0,8.0,0.0,1.0,Acima da média
82,26067803,21.0,1.0,6.0,2.0,29.0,1.0,40.0,0.0,1.0,4.0,5.0,0.0,2.0,9.0,0.0,3.0,Acima da média
83,26084201,8.0,1.0,8.0,3.0,28.0,1.0,34.0,0.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,Acima da média
84,26025981,6.0,1.0,3.0,3.0,18.0,1.0,29.0,0.0,0.0,13.0,24.0,1.0,4.0,13.0,9.0,4.0,Abaixo da média
85,26026627,47.0,13.0,20.0,7.0,64.0,1.0,72.0,0.0,0.0,6.0,6.0,0.0,3.0,2.0,0.0,0.0,Acima da média
86,26181649,9.0,2.0,1.0,2.0,4.0,1.0,15.0,1.0,1.0,7.0,5.0,1.0,1.0,10.0,3.0,4.0,Abaixo da média
87,26033089,3.0,0.0,1.0,2.0,1.0,0.0,4.0,0.0,0.0,1.0,4.0,0.0,2.0,3.0,0.0,2.0,Acima da média
88,26033356,13.0,5.0,10.0,4.0,24.0,1.0,43.0,1.0,1.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,Acima da média
89,26099322,5.0,0.0,4.0,2.0,15.0,0.0,22.0,0.0,1.0,6.0,10.0,1.0,0.0,8.0,4.0,1.0,Abaixo da média
90,26099365,1.0,0.0,2.0,1.0,5.0,0.0,3.0,1.0,1.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,Abaixo da média
91,26099489,20.0,5.0,10.0,3.0,30.0,1.0,29.0,0.0,0.0,2.0,4.0,0.0,0.0,3.0,0.0,0.0,Abaixo da média
92,26003066,31.0,9.0,9.0,5.0,37.0,1.0,52.0,0.0,0.0,2.0,6.0,0.0,0.0,4.0,0.0,1.0,Acima da média
93,26003210,7.0,1.0,2.0,2.0,15.0,0.0,35.0,1.0,1.0,14.0,16.0,1.0,7.0,12.0,10.0,10.0,Abaixo da média
94,26003821,3.0,2.0,0.0,0.0,5.0,1.0,17.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,Abaixo da média
95,26068508,3.0,1.0,1.0,1.0,11.0,0.0,20.0,0.0,0.0,5.0,21.0,1.0,0.0,12.0,3.0,3.0,Abaixo da média
96,26132001,3.0,2.0,3.0,2.0,5.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,Média
97,26088606,4.0,3.0,1.0,2.0,9.0,0.0,12.0,0.0,1.0,2.0,5.0,0.0,1.0,3.0,0.0,2.0,Abaixo da média
98,26016540,10.0,1.0,0.0,1.0,5.0,0.0,20.0,0.0,1.0,2.0,2.0,0.0,1.0,2.0,0.0,0.0,Acima da média
99,26016729,3.0,0.0,0.0,1.0,5.0,1.0,9.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,Acima da média
100,26133974,9.0,2.0,4.0,5.0,13.0,0.0,24.0,1.0,1.0,6.0,13.0,1.0,2.0,7.0,2.0,4.0,Abaixo da média
101,26040972,7.0,3.0,4.0,2.0,11.0,0.0,14.0,1.0,1.0,6.0,3.0,1.0,0.0,2.0,1.0,0.0,Abaixo da média
102,26041200,2.0,0.0,2.0,1.0,4.0,0.0,5.0,1.0,1.0,3.0,5.0,1.0,2.0,4.0,0.0,1.0,Abaixo da média
103,26063522,2.0,0.0,3.0,2.0,16.0,0.0,29.0,0.0,0.0,16.0,10.0,0.0,4.0,5.0,8.0,4.0,Média
104,26063530,3.0,3.0,3.0,0.0,9.0,0.0,22.0,0.0,0.0,3.0,7.0,1.0,2.0,0.0,2.0,0.0,Acima da média
105,26075970,0.0,0.0,0.0,0.0,2.0,0.0,3.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,2.0,Abaixo da média
106,26076047,2.0,2.0,2.0,0.0,8.0,0.0,19.0,1.0,1.0,4.0,4.0,1.0,0.0,5.0,0.0,1.0,Abaixo da média
107,26132230,20.0,11.0,26.0,6.0,49.0,0.0,46.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,Acima da média
108,26093570,13.0,5.0,3.0,2.0,26.0,1.0,33.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Acima da média
109,26088851,7.0,3.0,5.0,2.0,19.0,1.0,12.0,0.0,0.0,3.0,6.0,0.0,1.0,1.0,0.0,0.0,Acima da média
110,26088886,19.0,9.0,12.0,9.0,39.0,0.0,56.0,0.0,0.0,13.0,18.0,0.0,4.0,5.0,5.0,3.0,Abaixo da média
111,26089424,7.0,2.0,4.0,2.0,23.0,1.0,17.0,0.0,1.0,2.0,3.0,0.0,3.0,2.0,0.0,0.0,Abaixo da média
112,26004453,2.0,1.0,1.0,3.0,3.0,0.0,2.0,0.0,0.0,2.0,8.0,1.0,0.0,2.0,1.0,1.0,Abaixo da média
113,26056623,4.0,4.0,5.0,2.0,29.0,0.0,49.0,0.0,1.0,27.0,44.0,0.0,11.0,28.0,16.0,10.0,Abaixo da média
114,26027828,15.0,5.0,6.0,8.0,17.0,0.0,23.0,0.0,0.0,4.0,5.0,0.0,0.0,2.0,0.0,2.0,Acima da média
115,26027836,1.0,0.0,1.0,0.0,5.0,0.0,16.0,0.0,0.0,12.0,9.0,1.0,4.0,10.0,6.0,3.0,Acima da média
116,26084317,3.0,2.0,0.0,1.0,4.0,0.0,11.0,0.0,1.0,4.0,8.0,0.0,0.0,4.0,1.0,3.0,Abaixo da média
117,26105195,1.0,4.0,8.0,7.0,33.0,1.0,42.0,0.0,1.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,Acima da média
118,26105519,18.0,13.0,21.0,6.0,97.0,1.0,93.0,1.0,1.0,15.0,33.0,1.0,6.0,8.0,7.0,1.0,Abaixo da média
119,26017598,2.0,1.0,1.0,1.0,5.0,0.0,10.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,Abaixo da média
120,26018020,0.0,0.0,1.0,0.0,2.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,Abaixo da média
121,26130947,5.0,3.0,3.0,8.0,25.0,0.0,34.0,0.0,1.0,5.0,7.0,0.0,3.0,8.0,3.0,3.0,Abaixo da média
122,26131684,16.0,6.0,12.0,3.0,53.0,1.0,53.0,0.0,1.0,9.0,2.0,0.0,0.0,1.0,0.0,0.0,Abaixo da média
123,26004518,14.0,3.0,3.0,0.0,19.0,1.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Acima da média
124,26004593,8.0,2.0,5.0,3.0,17.0,0.0,29.0,0.0,1.0,12.0,13.0,1.0,1.0,9.0,4.0,5.0,Abaixo da média
125,26185059,12.0,2.0,6.0,11.0,15.0,0.0,38.0,0.0,0.0,19.0,11.0,0.0,6.0,14.0,10.0,5.0,Média
126,26047187,3.0,0.0,2.0,0.0,3.0,1.0,11.0,0.0,1.0,3.0,3.0,0.0,1.0,2.0,1.0,2.0,Acima da média
127,26106060,2.0,3.0,3.0,1.0,19.0,0.0,16.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,Acima da média
128,26106159,5.0,4.0,3.0,1.0,23.0,0.0,14.0,1.0,1.0,4.0,0.0,1.0,0.0,1.0,0.0,0.0,Abaixo da média
129,26089530,11.0,5.0,9.0,3.0,43.0,0.0,41.0,0.0,1.0,13.0,25.0,0.0,2.0,16.0,2.0,5.0,Abaixo da média
130,26089840,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,Abaixo da média
131,26106337,7.0,4.0,2.0,1.0,17.0,0.0,10.0,1.0,1.0,8.0,11.0,1.0,2.0,2.0,0.0,0.0,Abaixo da média
132,26106353,1.0,0.0,0.0,0.0,4.0,0.0,7.0,1.0,1.0,1.0,4.0,1.0,1.0,2.0,0.0,0.0,Abaixo da média
133,26106388,7.0,7.0,8.0,1.0,27.0,1.0,23.0,0.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,Acima da média
134,26108801,2.0,2.0,4.0,0.0,10.0,1.0,17.0,1.0,1.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,Abaixo da média
135,26109115,11.0,6.0,14.0,4.0,33.0,0.0,28.0,0.0,1.0,3.0,8.0,0.0,0.0,0.0,0.0,1.0,Abaixo da média
136,26110016,2.0,0.0,2.0,2.0,11.0,0.0,9.0,1.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,Abaixo da média
137,26110229,2.0,3.0,4.0,1.0,10.0,0.0,12.0,1.0,1.0,5.0,4.0,1.0,0.0,4.0,0.0,0.0,Abaixo da média
138,26110237,3.0,1.0,3.0,2.0,23.0,1.0,22.0,1.0,1.0,6.0,14.0,1.0,2.0,3.0,5.0,0.0,Abaixo da média
139,26110245,10.0,9.0,12.0,3.0,23.0,1.0,27.0,0.0,1.0,6.0,7.0,1.0,0.0,5.0,0.0,0.0,Acima da média
140,26110270,11.0,8.0,10.0,4.0,25.0,1.0,36.0,0.0,0.0,4.0,5.0,0.0,2.0,3.0,0.0,0.0,Acima da média
141,26110849,3.0,1.0,3.0,0.0,21.0,0.0,17.0,1.0,1.0,12.0,11.0,1.0,1.0,6.0,3.0,3.0,Abaixo da média
142,26110970,4.0,4.0,5.0,2.0,9.0,0.0,17.0,1.0,1.0,2.0,11.0,1.0,0.0,4.0,0.0,0.0,Abaixo da média
143,26111020,2.0,2.0,2.0,0.0,15.0,0.0,13.0,0.0,1.0,3.0,3.0,0.0,1.0,2.0,0.0,0.0,Abaixo da média
144,26111071,5.0,7.0,9.0,4.0,25.0,0.0,27.0,0.0,1.0,6.0,5.0,1.0,2.0,3.0,4.0,0.0,Abaixo da média
145,26111349,0.0,1.0,3.0,2.0,26.0,0.0,30.0,0.0,1.0,21.0,15.0,1.0,8.0,14.0,17.0,3.0,Abaixo da média
146,26111411,4.0,4.0,6.0,0.0,19.0,0.0,24.0,0.0,1.0,17.0,23.0,1.0,7.0,16.0,8.0,9.0,Abaixo da média
147,26042053,19.0,4.0,6.0,5.0,25.0,1.0,45.0,0.0,0.0,1.0,7.0,0.0,0.0,2.0,1.0,0.0,Acima da média
148,26042525,0.0,0.0,0.0,1.0,4.0,0.0,3.0,1.0,1.0,3.0,3.0,1.0,0.0,2.0,0.0,0.0,Abaixo da média
149,26068729,13.0,2.0,1.0,3.0,22.0,1.0,25.0,0.0,0.0,4.0,6.0,0.0,0.0,2.0,0.0,2.0,Acima da média
150,26084791,2.0,5.0,3.0,1.0,21.0,1.0,27.0,1.0,1.0,3.0,4.0,0.0,0.0,6.0,0.0,0.0,Abaixo da média
151,26069210,8.0,5.0,4.0,2.0,28.0,1.0,30.0,0.0,0.0,10.0,25.0,1.0,2.0,14.0,3.0,5.0,Acima da média
152,26069288,3.0,2.0,3.0,4.0,17.0,1.0,19.0,0.0,1.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,Acima da média
153,26069555,1.0,0.0,3.0,0.0,6.0,0.0,5.0,0.0,1.0,9.0,13.0,1.0,0.0,2.0,3.0,2.0,Abaixo da média
154,26069652,7.0,2.0,6.0,2.0,27.0,1.0,22.0,0.0,1.0,10.0,27.0,1.0,3.0,8.0,4.0,3.0,Abaixo da média
155,26090406,5.0,2.0,2.0,2.0,8.0,0.0,15.0,1.0,1.0,7.0,3.0,1.0,2.0,10.0,2.0,1.0,Abaixo da média
156,26090759,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,5.0,2.0,1.0,2.0,1.0,2.0,1.0,Abaixo da média
157,26090767,1.0,0.0,0.0,0.0,2.0,0.0,9.0,0.0,0.0,2.0,4.0,1.0,1.0,2.0,0.0,0.0,Abaixo da média
158,26009390,12.0,3.0,2.0,2.0,11.0,1.0,21.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,Acima da média
159,26009617,1.0,0.0,0.0,0.0,2.0,0.0,7.0,0.0,0.0,1.0,4.0,1.0,0.0,2.0,3.0,1.0,Abaixo da média
160,26111853,5.0,4.0,6.0,4.0,24.0,0.0,29.0,1.0,1.0,4.0,18.0,1.0,1.0,7.0,1.0,3.0,Abaixo da média
161,26090864,0.0,1.0,2.0,0.0,10.0,0.0,8.0,0.0,1.0,2.0,10.0,1.0,1.0,3.0,1.0,3.0,Abaixo da média
162,26090902,15.0,10.0,13.0,2.0,29.0,1.0,21.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,Acima da média
163,26090910,11.0,5.0,11.0,3.0,47.0,1.0,35.0,0.0,0.0,8.0,26.0,0.0,1.0,7.0,2.0,5.0,Abaixo da média
164,26090970,43.0,24.0,24.0,5.0,56.0,0.0,45.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,Acima da média
165,26113198,2.0,2.0,3.0,0.0,13.0,0.0,9.0,1.0,1.0,3.0,4.0,1.0,0.0,0.0,0.0,0.0,Abaixo da média
166,26113210,4.0,3.0,7.0,1.0,16.0,0.0,24.0,1.0,1.0,2.0,8.0,1.0,0.0,2.0,1.0,1.0,Abaixo da média
167,26113325,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,0.0,2.0,0.0,0.0,Abaixo da média
168,26113635,2.0,2.0,3.0,2.0,9.0,1.0,7.0,0.0,0.0,3.0,5.0,1.0,1.0,1.0,0.0,1.0,Abaixo da média
169,26113724,1.0,2.0,2.0,0.0,4.0,0.0,8.0,1.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,Abaixo da média
170,26113783,6.0,3.0,10.0,2.0,15.0,0.0,22.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,Acima da média
171,26113856,2.0,0.0,3.0,0.0,15.0,0.0,8.0,1.0,1.0,6.0,3.0,1.0,1.0,2.0,0.0,1.0,Abaixo da média
172,26113929,2.0,6.0,8.0,2.0,29.0,1.0,20.0,1.0,1.0,19.0,39.0,1.0,8.0,19.0,12.0,8.0,Abaixo da média
173,26114607,2.0,1.0,4.0,1.0,9.0,1.0,9.0,0.0,0.0,1.0,4.0,1.0,0.0,3.0,0.0,0.0,Abaixo da média
174,26114852,5.0,4.0,8.0,1.0,15.0,0.0,10.0,0.0,0.0,3.0,4.0,1.0,0.0,3.0,0.0,0.0,Abaixo da média
175,26115085,1.0,0.0,0.0,0.0,3.0,0.0,4.0,0.0,0.0,3.0,1.0,1.0,0.0,2.0,1.0,0.0,Abaixo da média
176,26135555,4.0,2.0,2.0,1.0,14.0,0.0,13.0,1.0,1.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,Abaixo da média
177,26136455,4.0,1.0,2.0,1.0,8.0,0.0,7.0,0.0,0.0,1.0,2.0,0.0,0.0,3.0,0.0,1.0,Acima da média
178,26033364,9.0,3.0,0.0,2.0,10.0,0.0,22.0,0.0,0.0,4.0,2.0,0.0,0.0,1.0,0.0,1.0,Abaixo da média
179,26146967,1.0,2.0,2.0,2.0,3.0,1.0,4.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,Abaixo da média
180,26005115,20.0,7.0,7.0,2.0,25.0,1.0,29.0,0.0,0.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,Acima da média
181,26006138,17.0,11.0,6.0,8.0,25.0,0.0,43.0,1.0,1.0,23.0,17.0,1.0,8.0,16.0,12.0,8.0,Abaixo da média
182,26006499,6.0,2.0,1.0,4.0,19.0,0.0,38.0,0.0,0.0,21.0,11.0,1.0,2.0,17.0,8.0,8.0,Abaixo da média
183,26101203,1.0,0.0,0.0,0.0,4.0,1.0,6.0,0.0,1.0,6.0,6.0,0.0,1.0,6.0,2.0,3.0,Abaixo da média
184,26101610,0.0,0.0,1.0,0.0,7.0,0.0,5.0,1.0,1.0,13.0,6.0,0.0,1.0,6.0,4.0,1.0,Abaixo da média
185,26167158,7.0,2.0,1.0,4.0,18.0,0.0,29.0,0.0,1.0,4.0,22.0,1.0,4.0,7.0,3.0,4.0,Abaixo da média
186,26178222,27.0,9.0,12.0,6.0,46.0,1.0,40.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,Acima da média
187,26148021,9.0,1.0,2.0,5.0,35.0,0.0,34.0,0.0,0.0,22.0,18.0,0.0,10.0,15.0,25.0,6.0,Abaixo da média
188,26010348,11.0,2.0,8.0,4.0,17.0,0.0,44.0,0.0,0.0,22.0,18.0,1.0,7.0,10.0,22.0,5.0,Abaixo da média
189,26070782,6.0,1.0,2.0,3.0,13.0,1.0,35.0,0.0,0.0,9.0,10.0,1.0,0.0,6.0,4.0,3.0,Abaixo da média
190,26091259,11.0,2.0,6.0,0.0,26.0,1.0,32.0,0.0,0.0,0.0,16.0,0.0,0.0,6.0,0.0,0.0,Acima da média
191,26091267,7.0,5.0,5.0,8.0,37.0,0.0,36.0,0.0,1.0,10.0,35.0,0.0,5.0,14.0,13.0,8.0,Abaixo da média
192,26091291,0.0,0.0,1.0,0.0,5.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Acima da média
193,26091542,1.0,1.0,3.0,0.0,7.0,0.0,11.0,1.0,1.0,5.0,7.0,1.0,2.0,4.0,0.0,1.0,Abaixo da média
194,26169975,3.0,1.0,0.0,4.0,12.0,0.0,15.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,0.0,1.0,Abaixo da média
195,26115883,42.0,18.0,36.0,13.0,96.0,1.0,96.0,0.0,0.0,10.0,6.0,0.0,0.0,0.0,0.0,1.0,Acima da média
196,26115913,6.0,8.0,9.0,2.0,29.0,0.0,31.0,1.0,1.0,7.0,6.0,1.0,1.0,4.0,1.0,2.0,Abaixo da média
197,26116324,28.0,14.0,26.0,13.0,47.0,1.0,61.0,0.0,1.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,Acima da média
198,26116367,6.0,5.0,6.0,3.0,19.0,0.0,15.0,1.0,1.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,Abaixo da média
199,26116391,5.0,4.0,9.0,4.0,22.0,0.0,21.0,1.0,1.0,4.0,6.0,1.0,1.0,5.0,3.0,2.0,Abaixo da média
200,26116413,3.0,3.0,9.0,4.0,27.0,0.0,27.0,1.0,1.0,4.0,7.0,1.0,1.0,4.0,0.0,2.0,Abaixo da média
201,26117010,0.0,1.0,2.0,0.0,8.0,0.0,8.0,1.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,Abaixo da média
202,26117088,1.0,0.0,1.0,0.0,3.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Abaixo da média
203,26117274,3.0,1.0,3.0,1.0,5.0,1.0,10.0,0.0,0.0,1.0,4.0,1.0,2.0,1.0,0.0,0.0,Abaixo da média
204,26117290,18.0,16.0,11.0,3.0,46.0,1.0,47.0,0.0,0.0,3.0,3.0,0.0,1.0,1.0,0.0,0.0,Acima da média
205,26048078,1.0,2.0,3.0,1.0,10.0,0.0,20.0,0.0,1.0,10.0,12.0,1.0,3.0,7.0,8.0,5.0,Abaixo da média
206,26058952,0.0,2.0,1.0,1.0,4.0,0.0,3.0,1.0,1.0,3.0,0.0,1.0,0.0,1.0,2.0,0.0,Abaixo da média
207,26058960,7.0,3.0,8.0,4.0,15.0,0.0,42.0,0.0,0.0,26.0,22.0,0.0,10.0,11.0,13.0,9.0,Abaixo da média
208,26042037,14.0,8.0,15.0,8.0,49.0,1.0,44.0,1.0,1.0,9.0,11.0,0.0,4.0,2.0,2.0,1.0,Abaixo da média
209,26042045,0.0,0.0,2.0,2.0,18.0,1.0,17.0,0.0,1.0,4.0,13.0,1.0,2.0,13.0,2.0,0.0,Abaixo da média
210,26042070,26.0,8.0,12.0,5.0,42.0,0.0,49.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,Acima da média
211,26042312,0.0,0.0,0.0,0.0,3.0,0.0,6.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,2.0,2.0,Abaixo da média
212,26154358,3.0,2.0,2.0,2.0,15.0,0.0,20.0,0.0,1.0,4.0,1.0,1.0,0.0,2.0,0.0,0.0,Média
213,26033879,41.0,19.0,30.0,12.0,88.0,1.0,103.0,0.0,0.0,3.0,4.0,0.0,0.0,1.0,0.0,0.0,Acima da média
