ID_ESCOLA,TX_RESP_Q019_F,TX_RESP_Q023_F,TX_RESP_Q013_C,TX_RESP_Q012_C,TX_RESP_Q014_C,IN_LABORATORIO_CIENCIAS,TX_RESP_Q012_B,IN_COMUM_EJA_FUND,IN_EJA,TX_RESP_Q042_B,TX_RESP_Q041_C,IN_COMUM_FUND_AF,TX_RESP_Q042_C,TX_RESP_Q004_F,TX_RESP_Q004_H,TX_RESP_Q004_G,IDEB 2017,Classe-IDEB
26062410,13.0,4.0,5.0,6.0,32.0,1.0,31.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,Acima da média
26086638,6.0,2.0,2.0,2.0,26.0,1.0,25.0,1.0,1.0,9.0,11.0,0.0,5.0,8.0,5.0,1.0,3.9,Abaixo da média
26104229,12.0,8.0,6.0,4.0,40.0,1.0,36.0,0.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,4.5,Acima da média
26182084,1.0,0.0,0.0,0.0,8.0,0.0,3.0,1.0,1.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0,3.1,Abaixo da média
26012359,30.0,6.0,13.0,7.0,36.0,1.0,45.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,5.1,Acima da média
26013185,3.0,2.0,2.0,5.0,23.0,0.0,19.0,0.0,0.0,11.0,12.0,1.0,6.0,6.0,3.0,5.0,3.6,Abaixo da média
26013436,2.0,0.0,1.0,1.0,2.0,0.0,13.0,1.0,1.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,4.2,Acima da média
26019825,2.0,3.0,2.0,0.0,6.0,1.0,24.0,0.0,1.0,4.0,3.0,0.0,1.0,5.0,2.0,0.0,3.8,Abaixo da média
26019949,2.0,1.0,0.0,2.0,6.0,0.0,10.0,1.0,1.0,8.0,2.0,1.0,1.0,2.0,2.0,0.0,4.0,Média
26129086,3.0,6.0,6.0,3.0,22.0,0.0,25.0,0.0,0.0,2.0,4.0,0.0,0.0,2.0,0.0,0.0,4.6,Acima da média
26129094,17.0,10.0,14.0,5.0,41.0,1.0,53.0,0.0,1.0,2.0,3.0,0.0,0.0,1.0,0.0,0.0,4.1,Acima da média
26129124,3.0,2.0,6.0,3.0,21.0,0.0,24.0,0.0,1.0,2.0,9.0,0.0,3.0,7.0,1.0,0.0,3.8,Abaixo da média
26129388,6.0,1.0,12.0,7.0,36.0,0.0,26.0,0.0,0.0,11.0,19.0,1.0,0.0,8.0,1.0,1.0,3.7,Abaixo da média
26071606,2.0,1.0,2.0,1.0,15.0,1.0,18.0,0.0,0.0,3.0,6.0,0.0,0.0,0.0,0.0,1.0,4.5,Acima da média
26071673,2.0,2.0,2.0,2.0,8.0,0.0,14.0,0.0,0.0,13.0,9.0,1.0,2.0,9.0,9.0,4.0,3.1,Abaixo da média
26020882,4.0,3.0,4.0,2.0,27.0,1.0,33.0,0.0,1.0,12.0,14.0,1.0,2.0,9.0,0.0,3.0,3.9,Abaixo da média
26020963,4.0,0.0,4.0,3.0,18.0,1.0,16.0,0.0,1.0,7.0,10.0,1.0,6.0,5.0,3.0,3.0,3.8,Abaixo da média
26020971,20.0,12.0,13.0,7.0,46.0,1.0,38.0,1.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,4.7,Acima da média
26020998,8.0,2.0,3.0,5.0,26.0,0.0,17.0,0.0,1.0,10.0,12.0,1.0,3.0,11.0,6.0,3.0,3.5,Abaixo da média
26021927,4.0,0.0,1.0,3.0,16.0,1.0,22.0,1.0,1.0,2.0,4.0,1.0,2.0,3.0,0.0,1.0,4.3,Acima da média
26013452,13.0,3.0,3.0,5.0,18.0,0.0,34.0,0.0,0.0,6.0,8.0,0.0,2.0,6.0,1.0,0.0,4.1,Acima da média
26029812,7.0,4.0,6.0,4.0,9.0,0.0,30.0,0.0,0.0,15.0,11.0,1.0,7.0,12.0,5.0,4.0,3.6,Abaixo da média
26169193,7.0,3.0,1.0,3.0,14.0,1.0,21.0,0.0,0.0,3.0,4.0,0.0,2.0,5.0,0.0,2.0,3.4,Abaixo da média
26008505,5.0,1.0,3.0,0.0,1.0,0.0,7.0,0.0,0.0,2.0,3.0,1.0,1.0,0.0,3.0,1.0,4.5,Acima da média
26022850,2.0,2.0,2.0,2.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,4.7,Acima da média
26064642,5.0,1.0,6.0,8.0,35.0,1.0,40.0,0.0,1.0,12.0,19.0,1.0,6.0,11.0,4.0,7.0,3.9,Abaixo da média
26065401,6.0,1.0,6.0,2.0,27.0,1.0,35.0,0.0,0.0,2.0,6.0,1.0,0.0,0.0,0.0,2.0,4.7,Acima da média
26023245,6.0,2.0,4.0,2.0,10.0,1.0,23.0,1.0,1.0,2.0,7.0,1.0,4.0,6.0,1.0,4.0,3.5,Abaixo da média
26023334,5.0,1.0,11.0,4.0,17.0,0.0,21.0,0.0,1.0,3.0,3.0,1.0,2.0,2.0,1.0,1.0,4.4,Acima da média
26133949,11.0,3.0,10.0,4.0,27.0,1.0,45.0,0.0,0.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,5.4,Acima da média
26043130,2.0,2.0,2.0,2.0,5.0,0.0,11.0,1.0,1.0,8.0,6.0,0.0,3.0,1.0,8.0,0.0,3.7,Abaixo da média
26043335,26.0,5.0,4.0,6.0,18.0,0.0,40.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.9,Acima da média
26103834,8.0,5.0,7.0,6.0,27.0,0.0,26.0,0.0,1.0,5.0,6.0,0.0,0.0,7.0,1.0,0.0,4.3,Acima da média
26065606,3.0,2.0,9.0,3.0,19.0,0.0,46.0,0.0,0.0,14.0,10.0,1.0,5.0,6.0,5.0,3.0,3.2,Abaixo da média
26081180,2.0,0.0,1.0,3.0,13.0,0.0,13.0,0.0,0.0,2.0,11.0,1.0,1.0,3.0,3.0,4.0,4.3,Acima da média
26091828,3.0,1.0,5.0,3.0,27.0,1.0,34.0,0.0,1.0,27.0,26.0,0.0,3.0,22.0,5.0,9.0,3.5,Abaixo da média
26066181,8.0,6.0,5.0,4.0,38.0,0.0,62.0,0.0,0.0,16.0,32.0,0.0,6.0,16.0,7.0,2.0,3.1,Abaixo da média
26066220,1.0,2.0,4.0,2.0,17.0,0.0,27.0,0.0,1.0,6.0,9.0,0.0,0.0,3.0,0.0,0.0,4.1,Acima da média
26092301,5.0,3.0,3.0,0.0,6.0,1.0,10.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,4.6,Acima da média
26008530,23.0,5.0,9.0,5.0,29.0,0.0,43.0,0.0,0.0,1.0,4.0,0.0,0.0,2.0,0.0,0.0,4.7,Acima da média
26008882,2.0,0.0,0.0,0.0,4.0,0.0,16.0,1.0,1.0,8.0,4.0,1.0,1.0,7.0,2.0,1.0,3.5,Abaixo da média
26048337,14.0,3.0,4.0,6.0,23.0,1.0,39.0,0.0,0.0,7.0,23.0,0.0,7.0,20.0,2.0,7.0,4.0,Média
26024578,0.0,0.0,1.0,2.0,3.0,0.0,4.0,0.0,0.0,4.0,2.0,1.0,1.0,3.0,1.0,0.0,3.8,Abaixo da média
26024616,2.0,0.0,0.0,1.0,0.0,0.0,6.0,0.0,0.0,2.0,4.0,1.0,3.0,5.0,2.0,0.0,2.9,Abaixo da média
26049406,11.0,2.0,6.0,3.0,27.0,1.0,26.0,0.0,0.0,3.0,5.0,0.0,1.0,1.0,0.0,0.0,4.9,Acima da média
26049422,0.0,0.0,0.0,1.0,1.0,0.0,3.0,1.0,1.0,3.0,7.0,1.0,1.0,5.0,0.0,0.0,3.7,Abaixo da média
26014190,8.0,2.0,4.0,1.0,20.0,0.0,23.0,0.0,0.0,1.0,3.0,0.0,1.0,1.0,0.0,0.0,4.7,Acima da média
26092786,16.0,3.0,3.0,6.0,32.0,1.0,34.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,4.6,Acima da média
26094860,1.0,2.0,1.0,0.0,18.0,1.0,13.0,1.0,1.0,17.0,13.0,1.0,6.0,10.0,14.0,5.0,3.5,Abaixo da média
26094878,6.0,2.0,4.0,5.0,31.0,0.0,24.0,0.0,1.0,15.0,28.0,0.0,8.0,19.0,6.0,6.0,3.8,Abaixo da média
26095297,1.0,1.0,3.0,1.0,21.0,1.0,19.0,1.0,1.0,2.0,8.0,1.0,2.0,3.0,0.0,2.0,4.1,Acima da média
26095335,5.0,1.0,3.0,1.0,13.0,1.0,18.0,0.0,1.0,3.0,5.0,0.0,0.0,2.0,0.0,0.0,4.8,Acima da média
26095920,0.0,0.0,0.0,0.0,2.0,0.0,3.0,1.0,1.0,1.0,6.0,1.0,1.0,2.0,1.0,0.0,3.8,Abaixo da média
